title;bookID;author;rating;ratingsCount;reviewsCount;reviewerName;reviewerRating
Making Money From Penny Shares And Small Company Investments;1360612;Adrian Ball;0;0;0;Elsa;5
"The ""Leaden Ball"" Syndrome";4190;Jorge Maria Steverlynck;0;0;0;Riyan;2
Beauty Plus Utility: How to Decorate Your Own Home the Smart Money Way;4185;Alice Ball Breuer;0;0;0;Teddy;3
Inflation and the Theory of Money;4189;R. J. Ball;0;0;0;Firdaus B;5
1000 Questions, 1000 Réponses;583;Alain Grée;4;1;0;Firdaus B;2
The Cold Six Thousand (Underworld USA #2);4191;James Ellroy;0,19375;5705;296;Youga P;2
Souvenir Collection Of The Postage Stamps Of Canada, 1992: Collection Souvenir Des Timbres Poste Du Canada, 1992;4740;CANADA POST CORPORATION;0;0;0;Reyhan R;1
The Queen's Tour Of Canada;4741;Trevor Hall;0;0;0;Youga P;5
World War 3 Illustrated: Confrontational Comics;4745;Scott   Cunningham;0,186805556;18;2;Elsa;2
The Illustrated Star Wars Universe;4744;Kevin J. Anderson;04.03;563;13;Riyan;1
Souvenir of Canada;4739;Douglas Coupland;0,184027778;834;32;Teddy;2
Souvenir of Canada 2;4738;Douglas Coupland;0,182638889;313;9;Firdaus B;1
The Bookshop;4737;Penelope Fitzgerald;03.04;5184;918;Firdaus B;3
The Illustrated Art of War;4743;Sun Tzu;0,190972222;209274;6534;Youga P;2
Ella Fitzgerald: A Biography of the First Lady of Jazz;4736;Stuart Nicholson;03.08;99;14;Reyhan R;2
The Illustrated Art of War;4742;Sun Tzu;0,190972222;209245;6532;Youga P;4
Monkey Business: Are Yor Controlling Events or Are Events Controlling You?;1168;William Oncken III;04.22;9;1;Elsa;2
Monkey Business;1170;J. Otto Seibold;0,18125;37;4;Riyan;1
Liars Poker: A Winning Strategy;1174;John Archer;0,181944444;28;1;Teddy;3
Liar's Poker: A Harry Garnish Mystery;1177;Frank McConnell;03.31;13;1;Firdaus B;3
Monkey Business;1169;Sarah Mlynowski;0,170138889;3037;68;Firdaus B;2
Liar's Poker;1172;Michael   Lewis;04.16;54571;1724;Youga P;2
Liar's Poker;1173;Michael   Lewis;04.16;54571;1724;Reyhan R;1
Liar's Poker;1171;Michael   Lewis;04.16;54572;1724;Youga P;3
Liars Poker Rising Through The Wreckage/International Edition;1176;Michael   Lewis;04.16;54572;1724;Elsa;5
Liar's Poker: The Great Powers, Yugoslavia and the Wars of the Future;1175;Michel Collon;04.57;7;1;Riyan;5
El reino del dragón de oro;3303;Isabel Allende;0,182638889;10694;375;Teddy;4
The Articulate Executive in Action: How the Best Leaders Get Things Done;3307;Granville N. Toogood;04.33;3;0;Firdaus B;2
City of the Beasts (Eagle and Jaguar, #1);3304;Isabel Allende;0,172916667;22491;1171;Firdaus B;1
The Articulate Executive: Learn to Look, ACT, and Sound Like a Leader;3306;Granville N. Toogood;03.57;167;25;Youga P;3
Mi país inventado: Un paseo nostálgico por Chile;3305;Isabel Allende;0,18125;5818;463;Reyhan R;3
The Articulate Executive: Learn to Look, ACT, and Sound Like a Leader;3308;Granville N. Toogood;03.57;167;25;Youga P;3
El plan infinito;3302;Isabel Allende;03.07;7985;357;Elsa;2
The Great Gilly Hopkins;2846;Katherine Paterson;0,182638889;17926;1005;Riyan;3
Israel, My Beloved;6155;Kay Arthur;04.02;674;84;Teddy;4
The Search for the Beloved: Journeys in Mythology and Sacred Psychology (Inner Workbook);6157;Jean Houston;0,191666667;55;2;Firdaus B;3
Apologies to the Iroquois;6158;Edmund Wilson;4;24;2;Firdaus B;3
Housicwhissick Blue: Poetry of the Blue Hills Reservation;6160;Iris D. Gomez;5;1;0;Youga P;5
Reservation Blues;6159;Sherman Alexie;0,193055556;10880;778;Reyhan R;2
The Teaching of Music in Nine Asian Nations: Comparing Approaches to Music Education;6889;Manny Brand;0;0;0;Youga P;4
Lone Star Nation: How a Ragged Army of Volunteers Won the Battle for Texas Independence - And Changed America;6888;H.W. Brands;04.14;541;68;Elsa;5
Beloved Bride: The Letters of Stonewall Jackson to His Wife;6156;Bill Potter;04.16;121;15;Riyan;5
The Alphabet Of Manliness;5677;Angelo Vildasol;03.07;3282;248;Teddy;2
Le chant de Dolorès;5235;Wally Lamb;0,183333333;271012;9165;Firdaus B;3
She's Come Undone;5234;Wally Lamb;0,183333333;271012;9165;Firdaus B;5
The Crusader: Ronald Reagan and the Fall of Communism;5237;Paul Kengor;04.24;143;18;Youga P;1
A sud delle nuvole;5236;Wally Lamb;0,183333333;271012;9165;Reyhan R;4
An American Life;5238;Ronald Reagan;04.25;2195;110;Youga P;4
Ronald Reagan: How an Ordinary Man Became an Extraordinary Leader;5240;Dinesh D'Souza;04.13;981;43;Elsa;5
Reagan's Revolution: The Untold Story of the Campaign That Started It All;5241;Craig Shirley;04.26;113;16;Riyan;3
President Reagan: The Triumph of Imagination;5239;Richard Reeves;0,177083333;277;33;Teddy;3
Songs in Ordinary Time;5182;Mary McGarry Morris;0,172222222;27578;527;Firdaus B;2
Jewel;5181;Bret Lott;0,169444444;32963;619;Firdaus B;3
Reading Oprah: How Oprah's Book Club Changed the Way America Reads;5183;Cecilia Konchar Farr;0,171527778;21;6;Youga P;1
The Book of Ruth;5187;Jane Hamilton;0,181944444;57605;1153;Reyhan R;1
Reading with Oprah: The Book Club that Changed America;5189;Kathleen Rooney;0,178472222;47;18;Youga P;2
Cry, The Beloved Country;5188;Alan Paton;0,185416667;54238;3269;Elsa;2
Gap Creek;5184;Robert Morgan;0,174305556;43979;1440;Riyan;5
We Were the Mulvaneys;5185;Joyce Carol Oates;03.07;81557;2601;Teddy;1
Breath, Eyes, Memory;5186;Edwidge Danticat;0,184722222;23067;1098;Firdaus B;2
"Louisa May Alcott and ""Little Women"": Biography, Critique, Publications, Poems, Songs, and Contemporary Relevance";2995;Gloria T. Delamar;04.25;4;0;Firdaus B;2
Louisa May Alcott: Her Life, Letters and Journals;2993;Louisa May Alcott;0,193055556;47;8;Youga P;5
The Journals of Louisa May Alcott;2994;Louisa May Alcott;04.21;131;9;Reyhan R;1
My Little House Crafts Book: 18 Projects from Laura Ingalls Wilder's;8255;Carolyn Strom Collins;0,191666667;45;4;Youga P;1
Christmas Stories (Little House Chapter Books: Laura, #10);8254;Laura Ingalls Wilder;04.29;49;6;Elsa;1
Christmas in the Big Woods;8256;Laura Ingalls Wilder;04.18;1927;59;Riyan;2
The Story of the Ingalls;8251;William Anderson;04.01;82;13;Teddy;2
Farmer Boy (Little House, #3);8252;Laura Ingalls Wilder;04.05;45768;1555;Firdaus B;3
Little Town on the Prairie  (Little House, #7);8253;Laura Ingalls Wilder;04.18;69432;867;Firdaus B;5
The Little House Collection (Little House, #1-5);8250;Laura Ingalls Wilder;04.52;2992;79;Youga P;1
The Hidden Persuaders;3726;Vance Packard;0,188194444;763;58;Reyhan R;2
Fun with Ballet [With 40 Minutes and Poster and Tiara];9258;Catherine Kanner;0;0;0;Youga P;3
Microserfs;2749;Douglas Coupland;0,186111111;21368;817;Elsa;1
The Tale of Genji: A Reader's Guide;7046;William J. Puette;0,16875;46;4;Riyan;5
Edith Wharton on the French Riviera;5262;Philippe Collas;3;1;0;Teddy;5
The Tale of Genji;7044;Murasaki Shikibu;0,174305556;8008;685;Firdaus B;5
The Ground Beneath Her Feet;9864;Salman Rushdie;0,178472222;9621;540;Firdaus B;5
The Tale of Genji;7045;Murasaki Shikibu;0,174305556;8008;685;Youga P;2
The Wizard of Oz;9863;Salman Rushdie;04.01;709;53;Reyhan R;3
The Tale of Genji;7042;Murasaki Shikibu;0,174305556;8008;685;Youga P;1
The Full Cupboard of Life (No. 1 Ladies' Detective Agency, #5);7041;Alexander McCall Smith;04.02;25025;1120;Elsa;1
The Tale of Genji;7043;Murasaki Shikibu;0,174305556;8008;685;Riyan;3
Planet of the Apes, Volume 1: Old Gods;8880;Ian Edginton;0,127083333;8;2;Teddy;5
Democracy Without Citizens: Media and the Decay of American Politics;2859;Robert M. Entman;03.06;5;0;Firdaus B;2
The Everything Kid's Cookbook: From Mac'n Cheese to Double Chocolate Chip Cookies-All You Need to Have Some Finger Lickin' Fun;3887;Sandra K. Nissenberg;0,185416667;69;3;Firdaus B;3
Rachael Ray 365: No Repeats: A Year of Deliciously Different Dinners;3882;Rachael Ray;0,172222222;21917;148;Youga P;3
Betty Crocker Cookbook: Everything You Need to Know to Cook Today (10th Edition);3883;Betty Crocker;04.25;29497;302;Reyhan R;4
The Taste of Home Cookbook;3885;Janet Briggs;04.25;14792;38;Youga P;1
The Bon Appetit Cookbook  ;3886;Barbara Fairchild;04.06;1470;22;Elsa;3
The America's Test Kitchen Family Cookbook;3888;America's Test Kitchen;04.31;12490;217;Riyan;2
Planet of the Apes: Colony;8879;William T. Quick;03.05;18;1;Teddy;1
Green Eggs and Ham Cookbook;3884;Georgeanne Brennan;04.14;247;24;Firdaus B;5
Ballet Shoes (Princess Poppy);3781;Janey Louise Jones;4;30;2;Firdaus B;2
Movie Shoes (Shoes, #6);3784;Noel Streatfeild;4;1354;54;Youga P;1
Ecology of Fear;7853;Mike Davis;0,19375;924;75;Reyhan R;5
Theater Shoes (Shoes, #4);3782;Noel Streatfeild;04.02;4189;183;Youga P;4
Ballet Shoes;3786;Noel Streatfeild;04.06;28448;1046;Elsa;2
Dancing Shoes (Shoes, #9);3783;Noel Streatfeild;04.05;4330;171;Riyan;3
Party Shoes (Shoes, #5);3787;Noel Streatfeild;0,167361111;499;51;Teddy;2
Tennis Shoes;3785;Noel Streatfeild;0,174305556;467;32;Firdaus B;5
Thursday's Child;3788;Noel Streatfeild;0,192361111;1040;48;Firdaus B;3
White Boots (Collins Modern Classics);3789;Noel Streatfeild;04.09;2744;150;Youga P;2
Deception Point;982;Dan Brown;0,171527778;485829;7896;Reyhan R;1
حقيقة الخديعة;981;Dan Brown;0,171527778;485829;7896;Youga P;3
Vineland;414;Thomas Pynchon;0,170833333;7929;490;Elsa;3
The Crying of Lot 49;411;Thomas Pynchon;03.07;55396;3533;Riyan;3
Gravity's Rainbow;415;Thomas Pynchon;04.03;28622;2526;Teddy;5
Mason & Dixon;413;Thomas Pynchon;04.04;7597;598;Firdaus B;3
Gravity's Rainbow;412;Thomas Pynchon;04.03;28623;2526;Firdaus B;5
Math the Easy Way (Barron's E-Z);6833;Anthony Prindle;03.33;6;2;Youga P;2
The New Elegant But Easy Cookbook;6831;Marian Burros;0,171527778;21;1;Reyhan R;4
Mammal;8390;Jonathan Elphick;04.03;10;0;Youga P;2
Microlife;8391;David Burnie;04.17;6;3;Elsa;3
Animals By Design;8388;David Burnie;0;0;0;Riyan;3
Machine Quilting Made Easy!: Perpetual Calendar;6832;Maurine Noble;0,189583333;121;4;Teddy;1
William Shakespeare's a Midsummer Night's Dream (Literature Made Easy Series);6834;Michael Kerrigan;04.01;31;1;Firdaus B;2
Spannende Experimente Aus Natur Und Techniküber 200 Tolle Experimente Für Drinnen Und Draußen;8387;Neil Ardley;0;0;0;Firdaus B;2
Animals: How They Work;8389;David Burnie;3;1;0;Youga P;3
Le Divorce Boom;6652;Christiane Collange;0;0;0;Reyhan R;2
A Guide for Using the Phantom Tollbooth in the Classroom;379;Kathleen L. Bulloch;0,186805556;9;0;Youga P;3
Salmon of Doubt: Hitchhiking the Galaxy One Last Time;377;Douglas Adams;0,188888889;22617;785;Elsa;5
Living Divine Relationships;6653;Zhi Gang Sha;04.55;11;3;Riyan;5
Le Divorce En Douceur:  Les Réponses À Toutes Vos Questions;6651;Daniel Richard;0;0;0;Teddy;4
Les Enfants Devant Le Divorce: Étude Psychopathologique Et Médico Sociale;6650;Romain Liberman;0;0;0;Firdaus B;2
Les Enfants Et Le Divorce: Un Livre Pour Enfants, Avec Une Introduction Pour Les Parents;6649;Richard A. Gardner;0,18125;16;1;Firdaus B;1
Les Parents, Le Divorce Et L'enfant.;6648;Jean-Jacques Guillarmé;0;0;0;Youga P;1
The Phantom Tollbooth;378;Norton Juster;04.22;188168;8136;Reyhan R;3
The Salmon Of Doubt;376;Douglas Adams;0,188888889;22617;785;Youga P;3
Basic Statistics for Business & Economics;3024;Douglas A. Lind;03.01;58;1;Elsa;2
David Copperfield;3019;Charles Dickens;0,191666667;166082;4717;Riyan;1
Economics in One Lesson: The Shortest & Surest Way to Understand Basic Economics;3028;Henry Hazlitt;04.22;10339;842;Teddy;4
American Notes for General Circulation;3021;Charles Dickens;03.57;588;86;Firdaus B;2
Basic Economics: A Common Sense Guide to the Economy;3025;Thomas Sowell;04.28;5300;443;Firdaus B;5
Great Expectations  ;3022;Charles Dickens;0,177083333;513763;12478;Youga P;5
Basic Economics: A Citizen's Guide to the Economy;3023;Thomas Sowell;04.28;5300;443;Reyhan R;4
Barnaby Rudge;3020;Charles Dickens;0,179861111;7522;378;Youga P;5
Bleach, Tome 1: The Death and the Strawberry;2907;Tite Kubo;04.21;122822;933;Elsa;2
The Stephanie Plum Novels #2 (Stephanie Plum, #6-8);6421;Janet Evanovich;04.05;636;12;Riyan;2
Bleach―ブリーチ― 1 [Burīchi 1] (Bleach, #1);2906;Tite Kubo;04.21;122822;933;Teddy;3
Hard Eight (Stephanie Plum, #8);6425;Janet Evanovich;04.17;98165;1913;Firdaus B;2
Four to Score (Stephanie Plum, #4);6422;Janet Evanovich;04.17;112467;2568;Firdaus B;2
Seven Up (Stephanie Plum, #7);6424;Janet Evanovich;04.15;99413;1868;Youga P;3
Visions of Sugar Plums (Stephanie Plum, #8.5);6420;Janet Evanovich;0,172222222;65585;1599;Reyhan R;3
High Five (Stephanie Plum, #5);6423;Janet Evanovich;04.17;101904;2271;Youga P;1
Teacher's Guide for Aleph Isn't Enough: Hebrew for Adults Book 2;5788;Linda Motzkin;0;0;0;Elsa;1
Choke Point;5782;Jay MacLarty;4;44;0;Riyan;2
Choke Point: WW III;5784;Ian Slater;03.05;50;0;Teddy;4
Chokes and Strangles (Ground Fighting);5780;Geoff Thompson;03.17;6;1;Firdaus B;5
Art to Choke Hearts and Pissing in the Gene;5779;Henry Rollins;0,184722222;342;10;Firdaus B;2
Classical Chokes;5781;Joseph Kelljchian;0;0;0;Youga P;1
Choke Point;5783;Charles D. Taylor;0,18125;64;2;Reyhan R;4
The Aleph and Other Stories ;5787;Jorge Luis Borges;04.39;22993;816;Youga P;1
Where Cross the Crowded Ways: Prayers of a City Pastor;2274;Ernest T. Campbell;0,171527778;6;1;Elsa;1
The Power of a City at Prayer: What Happens When Churches Unite;2275;Mac Pier;4;10;1;Riyan;3
City Prayers;2278;Martin Wallace;0;0;0;Teddy;5
In Cold Blood;2280;Truman Capote;04.05;407017;11932;Firdaus B;3
Truman;2279;David McCullough;04.13;57203;1812;Firdaus B;3
The Complete Stories of Truman Capote;2281;Truman Capote;04.21;4191;282;Youga P;4
Feel the Fear . . . and Do It Anyway;8766;Susan  Jeffers;04.01;20344;680;Reyhan R;4
Elektra;1481;Euripides;0,188888889;4036;91;Youga P;3
Tactics of the Crescent Moon: Militant Muslim Combat Methods;9700;H. John Poole;03.56;131;8;Elsa;2
The Complete Idiot's Guide to Getting Things Done;1636;Jeff Davidson;4;23;0;Riyan;1
Execution: The Discipline of Getting Things Done;1635;Larry Bossidy;0,182638889;18825;318;Teddy;5
The Three Ways of Getting Things Done: Hierarchy, Heterarchy and Responsible Autonomy in Organizations;1637;Gerard Fairtlough;04.02;5;0;Firdaus B;1
Getting Things Done When You Are Not in Charge;1634;Geoffrey M. Bellman;03.49;78;9;Firdaus B;3
Brokeback Mountain;1632;Annie Proulx;0,189583333;22366;1657;Youga P;4
Earl Mindell's New Herb Bible;8616;Earl Mindell;0,19375;180;8;Reyhan R;2
Getting Things Done: The Art of Stress-Free Productivity;1633;David    Allen;0,193055556;84121;3664;Youga P;2
Totally Amazing Rain Forests;1830;Kate Graham;0,213194444;3;1;Elsa;5
Fear of Fifty: A Midlife Memoir;9659;Erica Jong;03.56;467;30;Riyan;3
British and American Tanks of World War II: The Complete Illustrated History of British, American and Commonwealth Tanks, Gun Motor Carriages and Spec;4751;Peter Chamberlain;04.03;37;3;Teddy;2
Category: Freaks, Vol. 1 (Category: Freaks, #1);8991;Sakurako Gokurakuin;0,168055556;116;8;Firdaus B;3
Doormats and Control Freaks: How to Recognize, Heal or End Codependent Relationships;8989;Rebekah Lewis;0,132638889;7;0;Firdaus B;3
Anne Freaks: Volume 1;8994;Yua Kotegawa;03.35;173;12;Youga P;1
Anne Freaks: Volume 3;8993;Yua Kotegawa;03.49;95;4;Reyhan R;2
The Complete Fabulous Furry Freak Brothers: Volume Two;8990;Gilbert Shelton;04.31;42;4;Youga P;5
A New Hope: The Illustrated Screenplay (Star Wars, Episode IV);4752;George Lucas;04.19;201;10;Elsa;1
Jesus Freaks;8988;Andre Duza;0,172222222;56;6;Riyan;2
Fangs4Freaks (Half-Blood Vampires, #2);8995;Serena Robar;0,177777778;535;29;Teddy;5
Vampire Mountain (Cirque Du Freak, #4);8992;Darren Shan;04.16;26241;690;Firdaus B;4
On Opera;5594;Bernard Williams;04.08;12;2;Firdaus B;3
Power, Faith, and Fantasy: America in the Middle East 1776 to the Present;5587;Michael B. Oren;0,190972222;1493;234;Youga P;5
Death In The Afternoon;5588;Ernest Hemingway;03.07;6272;319;Reyhan R;3
Foucault's Virginity: Ancient Erotic Fiction & the History of Sexuality (Stanford Memorial Lecture);1805;Simon Goldhill;0,175694444;11;1;Youga P;5
The J.K. Rowling Encyclopedia;1997;Connie Ann Kirk;04.29;17;0;Elsa;1
Harry Potter: The Final Challenge;1998;Bookube;5;1;0;Riyan;1
Colapso (Historias);1995;Jared Diamond;0,188888889;47422;2714;Teddy;2
The Tale of the Unknown Island;2529;José Saramago;0,186111111;5610;511;Firdaus B;3
All the Names;2528;José Saramago;0,186111111;12826;937;Firdaus B;3
Blindness;2526;José Saramago;04.08;135812;11265;Youga P;1
The Gospel According to Jesus Christ;2527;José Saramago;04.26;16944;979;Reyhan R;2
J. K. Rowling: A Biography;1996;Connie Ann Kirk;03.33;78;11;Youga P;3
J.K.Rowling;1999;Colleen Sexton;0,176388889;130;8;Elsa;4
The Hatchling (Guardians of Ga'Hoole, #7);7026;Kathryn Lasky;04.05;7217;140;Riyan;1
Guardians of Ga'hoole Boxed Set (Guardians of Ga'hoole, #1-4);7025;Kathryn Lasky;04.23;509;27;Teddy;1
The Coming of Hoole (Guardians of Ga'Hoole, #10);7024;Kathryn Lasky;04.02;4128;73;Firdaus B;2
The Burning (Guardians of Ga'Hoole, #6);7023;Kathryn Lasky;04.07;8247;148;Firdaus B;1
Little Women;1936;Louisa May Alcott;04.04;1327571;17325;Youga P;5
New Every Morning: A Daily Devotional;4425;James James Kennedy;0;0;0;Reyhan R;3
The Baron in the Trees;9804;Italo Calvino;04.06;19306;960;Youga P;1
Violet's House: A Giant Touch-and-Feel Book (Baby Einstein);8773;Julie Aigner-Clark;0,193055556;49;7;Elsa;5
Think Good - Feel Good: A Cognitive Behaviour Therapy Workbook for Children and Young People;8774;Paul Stallard;04.15;67;3;Riyan;5
The Road Less Traveled: Part Three: Religion and Grace;4444;M. Scott Peck;04.13;3118;89;Teddy;1
Feel;8775;Chris Heath;0,175694444;611;31;Firdaus B;5
Die weiße Massai;8776;Corinne Hofmann;03.41;5344;552;Firdaus B;2
Selling Used Books Online: The Complete Guide to Bookselling at Amazon's Marketplace and Other Online Sites;2579;Stephen Windwalker;03.48;67;3;Youga P;5
The Horn of the Unicorn: A Mosaic of the Life of Archbishop Marcel Lefebvre;2582;David Allen White;04.05;8;3;Reyhan R;5
Little Spike And Long Tail: Puzzle Storybook;2580;Jonathan Stroud;0;0;0;Youga P;5
The Long, Long Tail;2578;Joy Cowley;03.29;7;0;Elsa;5
Electronic Structure: Basic Theory and Practical Methods;1769;Richard M. Martin;04.45;11;1;Riyan;3
Ready for Anything: 52 Productivity Principles for Getting Things Done;2581;David    Allen;0,179861111;3336;182;Teddy;5
A Backward Glance;5261;Edith Wharton;0,178472222;485;68;Firdaus B;1
Six Weeks to a Simpler Lifesty;2583;Barbara Degrote-Sorensen;0,182638889;6;1;Firdaus B;3
What Maisie Knew;2690;Henry James;03.42;4243;478;Youga P;4
A Floating Life;5990;Simon Elegant;0,171527778;63;8;Reyhan R;5
Nuestra Proxima Parada;4878;José Gomez;0;0;0;Youga P;5
Olvidar Machu Picchu;4879;Alberto Vázquez-Figueroa;03.13;23;0;Elsa;2
Li Po-Yuan;5994;Douglas Lancashire;0;0;0;Riyan;4
The Tower;1770;Richard Martin Stern;03.04;234;23;Teddy;1
Ivre De Tao: Li Po, Voyageur, Poète Et Philosophe, En Chine, Au Vii Ie Siècle;5993;Daniel Giraud;0;0;0;Firdaus B;2
Dharma Bell And Dharani Pillar: Li Po? Buddhist Inscriptions;5992;Paul W. Kroll;0;0;0;Firdaus B;5
混血王子的背叛 (哈利波特, #6);5991;J.K. Rowling;04.54;1810436;28053;Youga P;2
America's Founding Secret: What the Scottish Enlightenment Taught Our Founding Fathers;5444;Robert W.  Galvin;0,129861111;3;2;Reyhan R;1
Of Blessed Memory.;9672;Erica Jong;03.07;33;2;Youga P;2
ANGELA'S ASHES: A MEMOIR OF A CHILDHOOD & 'TIS: A MEMOIR.;4919;Frank McCourt;04.08;1293;71;Elsa;4
Riverside Reader 8th Edition Plus Interpreter of Maladies Paperback;5441;Joseph F. Trimmer;0,171527778;33;5;Riyan;1
Las cenizas de Angela;4918;Frank McCourt;04.08;425667;9919;Teddy;3
Not Your Usual Founding Father: Selected Readings from Benjamin Franklin;5443;Benjamin Franklin;04.11;9;2;Firdaus B;4
The Faiths of the Founding Fathers;5442;David L. Holmes;0,183333333;414;63;Firdaus B;3
Miedo a Los Cincuenta;9673;Erica Jong;03.56;467;30;Youga P;2
The Broker;1110;John Grisham;0,178472222;70527;2322;Reyhan R;3
The Founding Fathers on Leadership: Classic Teamwork in Changing Times;5445;Donald T. Phillips;0,18125;190;17;Youga P;4
CliffsNotes on Bronte's Wuthering Heights;6187;Richard P. Wasowski;0,191666667;25;2;Elsa;2
Wuthering Heights;6185;Emily Brontë;0,181944444;1012372;26553;Riyan;3
Primo Levi: A Life;6182;Ian Thomson;04.12;116;9;Teddy;5
Wuthering Heights;6183;Emily Brontë;0,181944444;1012447;26553;Firdaus B;1
Wuthering Heights;6184;Emily Brontë;0,181944444;1012383;26553;Firdaus B;5
Wuthering Heights;6188;Emily Brontë;0,181944444;1012447;26553;Youga P;4
Kepler;3663;John Banville;0,172222222;464;42;Reyhan R;1
Shroud;3664;John Banville;0,170138889;1029;104;Youga P;2
Wuthering Heights;6186;Emily Brontë;0,181944444;1012465;26553;Elsa;5
The Thorn Birds;3414;Colleen McCullough;04.22;269304;4644;Riyan;2
The Assassins of Rome (Roman Mysteries, #4);839758;Caroline Lawrence;0,192361111;1020;43;Teddy;5
A Psychonaut's Guide to the Invisible Landscape: The Topography of the Psychedelic Experience;1816;Dan Carpenter;03.36;22;2;Firdaus B;1
How to Make Love Like a Porn Star CD: A Cautionary Tale;7253;Jenna Jameson;0,177083333;10278;829;Firdaus B;5
How to Make Love Like a Porn Star: A Cautionary Tale;7252;Jenna Jameson;0,177083333;10278;829;Youga P;2
I Love Everybody (and Other Atrocious Lies);7529;Laurie Notaro;0,192361111;9469;594;Reyhan R;4
The Blind Side: Evolution of a Game;7526;Michael   Lewis;04.17;67460;3432;Youga P;4
The Blind Watchmaker;7527;Richard Dawkins;04.08;23793;746;Elsa;2
Breaking Open the Head: A Psychedelic Journey from Cynicism to Shamanism;1817;Daniel Pinchbeck;04.05;2642;168;Riyan;3
"Fix It Fast & Easy!: America's Master Handyman Answers the Most Asked ""How To"" Questions";2477;Glenn Haege;03.14;7;0;Teddy;5
My Favorite Year: A Collection of Football Writing;4263;Nick Hornby;0,171527778;447;10;Firdaus B;5
Songbook;4261;Nick Hornby;03.56;11191;496;Firdaus B;2
High Fidelity;4262;Nick Hornby;0,190277778;151984;4846;Youga P;1
Fever Pitch;4264;Nick Hornby;0,175;28427;1221;Reyhan R;3
The Polysyllabic Spree;4260;Nick Hornby;0,175694444;6610;617;Youga P;1
Housekeeping vs. the Dirt;4259;Nick Hornby;03.09;2479;291;Elsa;3
Historia del cerco de Lisboa;2537;José Saramago;03.08;3412;307;Riyan;5
Harry Potter and the Prisoner of Azkaban (Harry Potter, #3);4256;J.K. Rowling;04.53;2001049;37011;Teddy;2
R. O. Buchanan and Economic Geography;3038;R.O. Buchanan;0;0;0;Firdaus B;4
On Classical Economics;3039;Thomas Sowell;0,18125;85;10;Firdaus B;4
Ethan Frome: Literary Touchstone;5251;Edith Wharton;03.36;83703;4264;Youga P;3
The Bridge on the Drina;3140;Ivo Andrić;04.32;9950;671;Reyhan R;4
Hey Nostradamus!;3381;Douglas Coupland;0,175;16261;627;Youga P;3
Applied Economics: Thinking Beyond Stage One;3041;Thomas Sowell;04.15;1411;124;Elsa;2
Black Rednecks and White Liberals;3040;Thomas Sowell;04.28;1800;206;Riyan;5
The Everything Word Search Book: Over 250 Puzzles to Keep You Entertained for Hours!;4072;Charles Timmerman;04.25;12;0;Teddy;4
Approaches to Teaching Garcia Marquez's One Hundred Years of Solitude (Approaches to Teaching World Literature, 31);7601;María Elena de Valdés;4;1;1;Firdaus B;3
One Hundred Years of Solitude;7602;Gabriel García Márquez;04.04;581595;22011;Firdaus B;5
Reading Lolita in Tehran;7603;Azar Nafisi;03.57;98978;6662;Youga P;1
One Hundred Years Of Solitude;7600;Gabriel García Márquez;04.04;581595;22011;Reyhan R;3
The Best Loved Bear;6449;Diana Noonan;04.13;39;7;Youga P;5
Search Ghost Flt 401;6450;Elizabeth Fuller;0;0;0;Elsa;4
Orestes and Other Plays;1489;Euripides;04.08;167;7;Riyan;4
Iphigenia in Aulis;1496;Euripides;4;2454;54;Teddy;4
Cyclops;1490;Euripides;03.55;339;18;Firdaus B;1
Alcestis;1494;Euripides;03.08;1690;97;Firdaus B;3
Bacchae (Plays of Euripides);1493;Euripides;0,184027778;9856;366;Youga P;1
Children of Heracles. Hippolytus. Andromache. Hecuba;1491;Euripides;04.32;22;5;Reyhan R;3
Three Great Plays: Medea / Hippolytus / Helen;1497;Euripides;0,177777778;21;4;Youga P;4
The Trojan Women: A Play by Euripides Translated from the Greek Into English and Adapted in Response to Aristophanes' and Aristotle's Cr;1492;Howard Rubenstein;3;2;0;Elsa;4
Helen;1498;Euripides;0,170833333;681;50;Riyan;4
Preface to Major Barbara;7711;George Bernard Shaw;0,182638889;6;0;Teddy;4
Bernard Shaw;7709;Eric Bentley;0,186805556;19;3;Firdaus B;3
Pygmalion & My Fair Lady;7707;George Bernard Shaw;04.25;13610;63;Firdaus B;4
Saint Joan/Major Barbara/Androcles and the Lion;7708;George Bernard Shaw;03.55;11;5;Youga P;5
Major Barbara;367762;George Bernard Shaw;0,172222222;4474;139;Reyhan R;5
Allen Carr's Easy Way to Control Alcohol;9321;Allen Carr;04.12;442;22;Youga P;1
About a Boy;4273;Nick Hornby;0,179861111;112712;2815;Elsa;2
Unnatural Causes (Adam Dalgliesh #3);3827;P.D. James;0,190972222;9584;376;Riyan;4
About a Boy;4271;Nick Hornby;0,179861111;112712;2815;Teddy;4
The Lighthouse (Adam Dalgliesh #13);3826;P.D. James;03.08;10756;755;Firdaus B;2
How to be Good;4272;Nick Hornby;03.18;44982;2662;Firdaus B;3
Fever Pitch: Ballfieber - Die Geschichte eines Fans;4275;Nick Hornby;0,175;28429;1221;Youga P;2
Death of an Expert Witness (Adam Dalgliesh #6);3828;P.D. James;0,193055556;8151;280;Reyhan R;4
A Mind To Murder (Adam Dalgliesh, #2);3829;P.D. James;0,182638889;8169;410;Youga P;5
31 Songs;4276;Nick Hornby;03.56;11191;496;Elsa;2
The Bostonians;2686;Henry James;03.59;5427;318;Riyan;5
